portal_id	gwas_source_category	legacy_phenotype_id	phenotype_name	legacy_trait_group	trait_group	trait_type	pigean_id
PORTAL:0006984	rare_v2	Autosomal_recessive_infantile_hypercalcemia_Orphanet_300547	Autosomal recessive infantile hypercalcemia	OTHER	other	rare_disease	rare_v2_Orphanet_300547
PORTAL:0006985	rare_v2	Autosomal_recessive_intermediate_CharcotMarieTooth_disease_Orphanet_268337	Autosomal recessive intermediate Charcot-Marie-Tooth disease	OTHER	other	rare_disease	rare_v2_Orphanet_268337
PORTAL:0006986	rare_v2	Autosomal_recessive_isolated_diffuse_palmoplantar_keratoderma_Orphanet_98356	Autosomal recessive isolated diffuse palmoplantar keratoderma	OTHER	other	rare_disease	rare_v2_Orphanet_98356
PORTAL:0006987	rare_v2	Autosomal_recessive_isolated_optic_atrophy_Orphanet_98676	Autosomal recessive isolated optic atrophy	OTHER	other	rare_disease	rare_v2_Orphanet_98676
PORTAL:0006988	rare_v2	Autosomal_recessive_malignant_osteopetrosis_Orphanet_667	Autosomal recessive malignant osteopetrosis	OTHER	other	rare_disease	rare_v2_Orphanet_667
PORTAL:0006989	rare_v2	Autosomal_recessive_mendelian_susceptibility_to_mycobacterial_diseases_due_to_a_partial_deficiency_Orphanet_319539	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to a partial deficiency	OTHER	other	rare_disease	rare_v2_Orphanet_319539
PORTAL:0006990	rare_v2	Autosomal_recessive_multiple_pterygium_syndrome_Orphanet_2990	Autosomal recessive multiple pterygium syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_2990
PORTAL:0006991	rare_v2	Autosomal_recessive_polycystic_kidney_disease_Orphanet_731	Autosomal recessive polycystic kidney disease	OTHER	other	rare_disease	rare_v2_Orphanet_731
PORTAL:0006992	rare_v2	Autosomal_recessive_progressive_external_ophthalmoplegia_Orphanet_254886	Autosomal recessive progressive external ophthalmoplegia	OTHER	other	rare_disease	rare_v2_Orphanet_254886
PORTAL:0006993	rare_v2	Autosomal_recessive_severe_congenital_neutropenia_Orphanet_439849	Autosomal recessive severe congenital neutropenia	OTHER	other	rare_disease	rare_v2_Orphanet_439849
PORTAL:0006994	rare_v2	Autosomal_recessive_sideroblastic_anemia_Orphanet_260305	Autosomal recessive sideroblastic anemia	OTHER	other	rare_disease	rare_v2_Orphanet_260305
PORTAL:0006995	rare_v2	Autosomal_recessive_spastic_paraplegia_type_23_Orphanet_101003	Autosomal recessive spastic paraplegia type 23	OTHER	other	rare_disease	rare_v2_Orphanet_101003
PORTAL:0006996	rare_v2	Autosomal_recessive_spondylocostal_dysostosis_Orphanet_2311	Autosomal recessive spondylocostal dysostosis	OTHER	other	rare_disease	rare_v2_Orphanet_2311
PORTAL:0006997	rare_v2	Autosomal_thrombocytopenia_with_normal_platelets_Orphanet_168629	Autosomal thrombocytopenia with normal platelets	OTHER	other	rare_disease	rare_v2_Orphanet_168629
PORTAL:0006998	rare_v2	AxenfeldRieger_syndrome_Orphanet_782	Axenfeld-Rieger syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_782
PORTAL:0006999	rare_v2	Axenfeld_anomaly_Orphanet_98978	Axenfeld anomaly	OTHER	other	rare_disease	rare_v2_Orphanet_98978
PORTAL:0007000	rare_v2	BOR_syndrome_Orphanet_107	BOR syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_107
PORTAL:0007001	rare_v2	BaraitserWinter_cerebrofrontofacial_syndrome_Orphanet_2995	Baraitser-Winter cerebrofrontofacial syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_2995
PORTAL:0007002	rare_v2	Bartter_syndrome_Orphanet_112	Bartter syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_112
PORTAL:0007003	rare_v2	Bartter_syndrome_type_4_Orphanet_89938	Bartter syndrome type 4	OTHER	other	rare_disease	rare_v2_Orphanet_89938
PORTAL:0007004	rare_v2	BeckwithWiedemann_syndrome_Orphanet_116	Beckwith-Wiedemann syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_116
PORTAL:0007005	rare_v2	BeckwithWiedemann_syndrome_due_to_imprinting_defect_of_11p15_Orphanet_231117	Beckwith-Wiedemann syndrome due to imprinting defect of 11p15	OTHER	other	rare_disease	rare_v2_Orphanet_231117
PORTAL:0007006	rare_v2	Benign_familial_infantile_epilepsy_Orphanet_306	Benign familial infantile epilepsy	OTHER	other	rare_disease	rare_v2_Orphanet_306
PORTAL:0007007	rare_v2	Benign_familial_neonatal_epilepsy_Orphanet_1949	Benign familial neonatal epilepsy	OTHER	other	rare_disease	rare_v2_Orphanet_1949
PORTAL:0007008	rare_v2	Benign_familial_neonatalinfantile_seizures_Orphanet_140927	Benign familial neonatal-infantile seizures	OTHER	other	rare_disease	rare_v2_Orphanet_140927
PORTAL:0007009	rare_v2	Benign_hereditary_chorea_Orphanet_1429	Benign hereditary chorea	OTHER	other	rare_disease	rare_v2_Orphanet_1429
PORTAL:0007010	rare_v2	Benign_recurrent_intrahepatic_cholestasis_Orphanet_65682	Benign recurrent intrahepatic cholestasis	OTHER	other	rare_disease	rare_v2_Orphanet_65682
PORTAL:0007011	rare_v2	Benign_vascular_tumor_Orphanet_673470	Benign vascular tumor	OTHER	other	rare_disease	rare_v2_Orphanet_673470
PORTAL:0007012	rare_v2	BernardSoulier_syndrome_Orphanet_274	Bernard-Soulier syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_274
PORTAL:0007013	rare_v2	Betathalassemia_associated_with_another_hemoglobin_anomaly_Orphanet_231230	Beta-thalassemia associated with another hemoglobin anomaly	OTHER	other	rare_disease	rare_v2_Orphanet_231230
PORTAL:0007014	rare_v2	Bethlem_muscular_dystrophy_Orphanet_610	Bethlem muscular dystrophy	OTHER	other	rare_disease	rare_v2_Orphanet_610
PORTAL:0007015	rare_v2	Bifid_uvula_Orphanet_99771	Bifid uvula	OTHER	other	rare_disease	rare_v2_Orphanet_99771
PORTAL:0007016	rare_v2	Bifunctional_enzyme_deficiency_Orphanet_300	Bifunctional enzyme deficiency	OTHER	other	rare_disease	rare_v2_Orphanet_300
PORTAL:0007017	rare_v2	Bilateral_frontoparietal_polymicrogyria_Orphanet_101070	Bilateral frontoparietal polymicrogyria	OTHER	other	rare_disease	rare_v2_Orphanet_101070
PORTAL:0007018	rare_v2	Bilateral_perisylvian_polymicrogyria_Orphanet_98889	Bilateral perisylvian polymicrogyria	OTHER	other	rare_disease	rare_v2_Orphanet_98889
PORTAL:0007019	rare_v2	Biliary_atresia_and_associated_disorders_Orphanet_498345	Biliary atresia and associated disorders	OTHER	other	rare_disease	rare_v2_Orphanet_498345
PORTAL:0007020	rare_v2	Biological_anomaly_without_phenotypic_characterization_Orphanet_447874	Biological anomaly without phenotypic characterization	OTHER	other	rare_disease	rare_v2_Orphanet_447874
PORTAL:0007021	rare_v2	BirtHoggDubé_syndrome_Orphanet_122	Birt-Hogg-Dubé syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_122
PORTAL:0007022	rare_v2	Bladder_exstrophy_Orphanet_93930	Bladder exstrophy	OTHER	other	rare_disease	rare_v2_Orphanet_93930
PORTAL:0007023	rare_v2	Blepharocheiloodontic_syndrome_Orphanet_1997	Blepharo-cheilo-odontic syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_1997
PORTAL:0007024	rare_v2	Blepharophimosisintellectual_disability_syndrome_Orphanet_293642	Blepharophimosis-intellectual disability syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_293642
PORTAL:0007025	rare_v2	Blue_cone_monochromatism_Orphanet_16	Blue cone monochromatism	OTHER	other	rare_disease	rare_v2_Orphanet_16
PORTAL:0007026	rare_v2	Blymphoblastic_leukemialymphoma_with_hyperdiploidy_Orphanet_585936	B-lymphoblastic leukemia/lymphoma with hyperdiploidy	OTHER	other	rare_disease	rare_v2_Orphanet_585936
PORTAL:0007027	rare_v2	Blymphoblastic_leukemialymphoma_with_t17;19_Orphanet_641375	B-lymphoblastic leukemia/lymphoma with t(17;19)	OTHER	other	rare_disease	rare_v2_Orphanet_641375
PORTAL:0007028	rare_v2	Blymphoblastic_leukemialymphoma_with_t1;19q23;p13.3_Orphanet_585956	B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3)	OTHER	other	rare_disease	rare_v2_Orphanet_585956
PORTAL:0007029	rare_v2	Blymphoblastic_leukemialymphoma_with_t7;9q11.2;p13.2_Orphanet_641372	B-lymphoblastic leukemia/lymphoma with t(7;9)(q11.2;p13.2)	OTHER	other	rare_disease	rare_v2_Orphanet_641372
PORTAL:0007030	rare_v2	Borderline_vascular_tumor_Orphanet_673473	Borderline vascular tumor	OTHER	other	rare_disease	rare_v2_Orphanet_673473
PORTAL:0007031	rare_v2	Brachydactyly_type_A1_Orphanet_93388	Brachydactyly type A1	OTHER	other	rare_disease	rare_v2_Orphanet_93388
PORTAL:0007032	rare_v2	Brachydactyly_type_A2_Orphanet_93396	Brachydactyly type A2	OTHER	other	rare_disease	rare_v2_Orphanet_93396
PORTAL:0007033	rare_v2	Brachydactyly_type_B_Orphanet_93383	Brachydactyly type B	OTHER	other	rare_disease	rare_v2_Orphanet_93383
PORTAL:0007034	rare_v2	Brachydactyly_type_C_Orphanet_93384	Brachydactyly type C	OTHER	other	rare_disease	rare_v2_Orphanet_93384
PORTAL:0007035	rare_v2	Brachydactyly_type_E_Orphanet_93387	Brachydactyly type E	OTHER	other	rare_disease	rare_v2_Orphanet_93387
PORTAL:0007036	rare_v2	Brachydactylyelbow_wrist_dysplasia_syndrome_Orphanet_1275	Brachydactyly-elbow wrist dysplasia syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_1275
PORTAL:0007037	rare_v2	Brachyolmia_Orphanet_1293	Brachyolmia	OTHER	other	rare_disease	rare_v2_Orphanet_1293
PORTAL:0007038	rare_v2	Bradyopsia_Orphanet_75374	Bradyopsia	OTHER	other	rare_disease	rare_v2_Orphanet_75374
PORTAL:0007039	rare_v2	Branchiootic_syndrome_Orphanet_52429	Branchiootic syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_52429
PORTAL:0007040	rare_v2	Breast_implantassociated_anaplastic_large_cell_lymphoma_Orphanet_667662	Breast implant-associated anaplastic large cell lymphoma	OTHER	other	rare_disease	rare_v2_Orphanet_667662
PORTAL:0007041	rare_v2	Brittle_cornea_syndrome_Orphanet_90354	Brittle cornea syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_90354
PORTAL:0007042	rare_v2	Bruck_syndrome_Orphanet_2771	Bruck syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_2771
PORTAL:0007043	rare_v2	BuddChiari_syndrome_Orphanet_131	Budd-Chiari syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_131
PORTAL:0007044	rare_v2	Bulbospinal_muscular_atrophy_of_childhood_Orphanet_206704	Bulbospinal muscular atrophy of childhood	OTHER	other	rare_disease	rare_v2_Orphanet_206704
PORTAL:0007045	rare_v2	Bullous_pemphigoid_Orphanet_703	Bullous pemphigoid	OTHER	other	rare_disease	rare_v2_Orphanet_703
PORTAL:0007046	rare_v2	BurnMcKeown_syndrome_Orphanet_1200	Burn-McKeown syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_1200
PORTAL:0007047	rare_v2	Butterflyshaped_pigment_dystrophy_Orphanet_99001	Butterfly-shaped pigment dystrophy	OTHER	other	rare_disease	rare_v2_Orphanet_99001
PORTAL:0007048	rare_v2	C3_glomerulonephritis_Orphanet_329931	C3 glomerulonephritis	OTHER	other	rare_disease	rare_v2_Orphanet_329931
PORTAL:0007049	rare_v2	C3_glomerulopathy_Orphanet_329918	C3 glomerulopathy	OTHER	other	rare_disease	rare_v2_Orphanet_329918
PORTAL:0007050	rare_v2	CADDS_Orphanet_369942	CADDS	OTHER	other	rare_disease	rare_v2_Orphanet_369942
PORTAL:0007051	rare_v2	CAMOS_syndrome_Orphanet_83472	CAMOS syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_83472
PORTAL:0007052	rare_v2	CHARGE_syndrome_Orphanet_138	CHARGE syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_138
PORTAL:0007053	rare_v2	COFS_syndrome_Orphanet_1466	COFS syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_1466
PORTAL:0007054	rare_v2	COL4A12related_familial_vascular_leukoencephalopathy_Orphanet_36383	COL4A1/2-related familial vascular leukoencephalopathy	OTHER	other	rare_disease	rare_v2_Orphanet_36383
PORTAL:0007055	rare_v2	COL4A1_or_COL4A2related_cerebral_small_vessel_disease_Orphanet_477759	COL4A1 or COL4A2-related cerebral small vessel disease	OTHER	other	rare_disease	rare_v2_Orphanet_477759
PORTAL:0007056	rare_v2	COL4A1_or_COL4A2related_cerebral_small_vessel_disease_with_hemorrhagic_tendency_Orphanet_477765	COL4A1 or COL4A2-related cerebral small vessel disease with hemorrhagic tendency	OTHER	other	rare_disease	rare_v2_Orphanet_477765
PORTAL:0007057	rare_v2	Campomelic_dysplasia_and_related_disorders_Orphanet_93439	Campomelic dysplasia and related disorders	OTHER	other	rare_disease	rare_v2_Orphanet_93439
PORTAL:0007058	rare_v2	Cantú_syndrome_Orphanet_1517	Cantú syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_1517
PORTAL:0007059	rare_v2	Cap_myopathy_Orphanet_171881	Cap myopathy	OTHER	other	rare_disease	rare_v2_Orphanet_171881
PORTAL:0007060	rare_v2	Capillary_malformationarteriovenous_malformation_Orphanet_137667	Capillary malformation-arteriovenous malformation	OTHER	other	rare_disease	rare_v2_Orphanet_137667
PORTAL:0007061	rare_v2	Carcinoma_of_esophagus_Orphanet_70482	Carcinoma of esophagus	OTHER	other	rare_disease	rare_v2_Orphanet_70482
PORTAL:0007062	rare_v2	Carcinoma_of_gallbladder_and_extrahepatic_biliary_tract_Orphanet_56044	Carcinoma of gallbladder and extrahepatic biliary tract	OTHER	other	rare_disease	rare_v2_Orphanet_56044
PORTAL:0007063	rare_v2	Cardiofaciocutaneous_syndrome_Orphanet_1340	Cardiofaciocutaneous syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_1340
PORTAL:0007064	rare_v2	CareyFinemanZiter_syndrome_Orphanet_1358	Carey-Fineman-Ziter syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_1358
PORTAL:0007065	rare_v2	CarneyStratakis_syndrome_Orphanet_97286	Carney-Stratakis syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_97286
PORTAL:0007066	rare_v2	Carney_complex_Orphanet_1359	Carney complex	OTHER	other	rare_disease	rare_v2_Orphanet_1359
PORTAL:0007067	rare_v2	Carpenter_syndrome_Orphanet_65759	Carpenter syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_65759
PORTAL:0007068	rare_v2	Cataractintellectual_disabilityhypogonadism_syndrome_Orphanet_1387	Cataract-intellectual disability-hypogonadism syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_1387
PORTAL:0007069	rare_v2	Caudal_regression_syndrome_Orphanet_3027	Caudal regression syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_3027
PORTAL:0007070	rare_v2	Caudal_regressionsirenomelia_spectrum_Orphanet_444941	Caudal regression-sirenomelia spectrum	OTHER	other	rare_disease	rare_v2_Orphanet_444941
PORTAL:0007071	rare_v2	CenaniLenz_syndrome_Orphanet_3258	Cenani-Lenz syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_3258
PORTAL:0007072	rare_v2	Central_areolar_choroidal_dystrophy_Orphanet_75377	Central areolar choroidal dystrophy	OTHER	other	rare_disease	rare_v2_Orphanet_75377
PORTAL:0007073	rare_v2	Central_precocious_puberty_in_male_Orphanet_649929	Central precocious puberty in male	OTHER	other	rare_disease	rare_v2_Orphanet_649929
PORTAL:0007074	rare_v2	Cerebellar_ataxiahypogonadism_syndrome_Orphanet_1173	Cerebellar ataxia-hypogonadism syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_1173
PORTAL:0007075	rare_v2	Cerebral_Amyloid_Angiopathy_Orphanet_85458	Cerebral Amyloid Angiopathy	OTHER	other	rare_disease	rare_v2_Orphanet_85458
PORTAL:0007076	rare_v2	Cerebral_cortical_dysplasia_Orphanet_268950	Cerebral cortical dysplasia	OTHER	other	rare_disease	rare_v2_Orphanet_268950
PORTAL:0007077	rare_v2	Cerebral_sinovenous_thrombosis_Orphanet_329217	Cerebral sinovenous thrombosis	OTHER	other	rare_disease	rare_v2_Orphanet_329217
PORTAL:0007078	rare_v2	Cerebrofacioarticular_syndrome_Orphanet_314679	Cerebrofacioarticular syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_314679
PORTAL:0007079	rare_v2	Cerulean_cataract_Orphanet_98989	Cerulean cataract	OTHER	other	rare_disease	rare_v2_Orphanet_98989
PORTAL:0007080	rare_v2	CharcotMarieTooth_disease_type_1_Orphanet_65753	Charcot-Marie-Tooth disease type 1	OTHER	other	rare_disease	rare_v2_Orphanet_65753
PORTAL:0007081	rare_v2	Cholangiocarcinoma_Orphanet_70567	Cholangiocarcinoma	OTHER	other	rare_disease	rare_v2_Orphanet_70567
PORTAL:0007082	rare_v2	Chordoma_Orphanet_178	Chordoma	OTHER	other	rare_disease	rare_v2_Orphanet_178
PORTAL:0007083	rare_v2	Chronic_cutaneous_lupus_erythematosus_Orphanet_163531	Chronic cutaneous lupus erythematosus	OTHER	other	rare_disease	rare_v2_Orphanet_163531
PORTAL:0007084	rare_v2	Chronic_eosinophilic_leukemia_Orphanet_168940	Chronic eosinophilic leukemia	OTHER	other	rare_disease	rare_v2_Orphanet_168940
PORTAL:0007085	rare_v2	Chronic_intestinal_pseudoobstruction_Orphanet_2978	Chronic intestinal pseudoobstruction	OTHER	other	rare_disease	rare_v2_Orphanet_2978
PORTAL:0007086	rare_v2	Chronic_mucocutaneous_candidiasis_Orphanet_1334	Chronic mucocutaneous candidiasis	OTHER	other	rare_disease	rare_v2_Orphanet_1334
PORTAL:0007087	rare_v2	Chronic_myeloid_leukemia_Orphanet_521	Chronic myeloid leukemia	OTHER	other	rare_disease	rare_v2_Orphanet_521
PORTAL:0007088	rare_v2	Chronic_myelomonocytic_leukemia_Orphanet_98823	Chronic myelomonocytic leukemia	OTHER	other	rare_disease	rare_v2_Orphanet_98823
PORTAL:0007089	rare_v2	Citrullinemia_Orphanet_187	Citrullinemia	OTHER	other	rare_disease	rare_v2_Orphanet_187
PORTAL:0007090	rare_v2	Classic_maple_syrup_urine_disease_Orphanet_268145	Classic maple syrup urine disease	OTHER	other	rare_disease	rare_v2_Orphanet_268145
PORTAL:0007091	rare_v2	Classic_multiminicore_myopathy_Orphanet_324604	Classic multiminicore myopathy	OTHER	other	rare_disease	rare_v2_Orphanet_324604
PORTAL:0007092	rare_v2	Classic_mycosis_fungoides_Orphanet_2584	Classic mycosis fungoides	OTHER	other	rare_disease	rare_v2_Orphanet_2584
PORTAL:0007093	rare_v2	Classical_EhlersDanlos_syndrome_Orphanet_287	Classical Ehlers-Danlos syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_287
PORTAL:0007094	rare_v2	Clear_cell_papillary_renal_cell_carcinoma_Orphanet_404511	Clear cell papillary renal cell carcinoma	OTHER	other	rare_disease	rare_v2_Orphanet_404511
PORTAL:0007095	rare_v2	Clear_cell_renal_carcinoma_Orphanet_319276	Clear cell renal carcinoma	OTHER	other	rare_disease	rare_v2_Orphanet_319276
PORTAL:0007096	rare_v2	Cleft_hard_palate_Orphanet_101023	Cleft hard palate	OTHER	other	rare_disease	rare_v2_Orphanet_101023
PORTAL:0007097	rare_v2	Cleft_lip_and_alveolus_Orphanet_141291	Cleft lip and alveolus	OTHER	other	rare_disease	rare_v2_Orphanet_141291
PORTAL:0007098	rare_v2	Cleft_palate_Orphanet_2014	Cleft palate	OTHER	other	rare_disease	rare_v2_Orphanet_2014
PORTAL:0007099	rare_v2	Cleft_velum_Orphanet_99772	Cleft velum	OTHER	other	rare_disease	rare_v2_Orphanet_99772
PORTAL:0007100	rare_v2	Closed_spinal_dysraphism_Orphanet_645202	Closed spinal dysraphism	OTHER	other	rare_disease	rare_v2_Orphanet_645202
PORTAL:0007101	rare_v2	Coats_plus_syndrome_Orphanet_313838	Coats plus syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_313838
PORTAL:0007102	rare_v2	Cockayne_syndrome_type_1_Orphanet_90321	Cockayne syndrome type 1	OTHER	other	rare_disease	rare_v2_Orphanet_90321
PORTAL:0007103	rare_v2	Cockayne_syndrome_type_2_Orphanet_90322	Cockayne syndrome type 2	OTHER	other	rare_disease	rare_v2_Orphanet_90322
PORTAL:0007104	rare_v2	Cockayne_syndrome_type_3_Orphanet_90324	Cockayne syndrome type 3	OTHER	other	rare_disease	rare_v2_Orphanet_90324
PORTAL:0007105	rare_v2	Coldinduced_sweating_syndrome_Orphanet_157820	Cold-induced sweating syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_157820
PORTAL:0007106	rare_v2	Coldinduced_sweating_syndromehyperthermia_spectrum_Orphanet_401993	Cold-induced sweating syndrome-hyperthermia spectrum	OTHER	other	rare_disease	rare_v2_Orphanet_401993
PORTAL:0007107	rare_v2	ColeCarpenter_syndrome_Orphanet_2050	Cole-Carpenter syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_2050
PORTAL:0007108	rare_v2	Collagen_VIrelated_congenital_muscular_dystrophy_Orphanet_646098	Collagen VI-related congenital muscular dystrophy	OTHER	other	rare_disease	rare_v2_Orphanet_646098
PORTAL:0007109	rare_v2	Collagenrelated_glomerular_basement_membrane_disease_Orphanet_544590	Collagen-related glomerular basement membrane disease	OTHER	other	rare_disease	rare_v2_Orphanet_544590
PORTAL:0007110	rare_v2	Coloboma_of_choroid_and_retina_Orphanet_98942	Coloboma of choroid and retina	OTHER	other	rare_disease	rare_v2_Orphanet_98942
PORTAL:0007111	rare_v2	Coloboma_of_eye_lens_Orphanet_98943	Coloboma of eye lens	OTHER	other	rare_disease	rare_v2_Orphanet_98943
PORTAL:0007112	rare_v2	Coloboma_of_eyelid_Orphanet_98946	Coloboma of eyelid	OTHER	other	rare_disease	rare_v2_Orphanet_98946
PORTAL:0007113	rare_v2	Coloboma_of_iris_Orphanet_98944	Coloboma of iris	OTHER	other	rare_disease	rare_v2_Orphanet_98944
PORTAL:0007114	rare_v2	Coloboma_of_macula_Orphanet_98945	Coloboma of macula	OTHER	other	rare_disease	rare_v2_Orphanet_98945
PORTAL:0007115	rare_v2	Coloboma_of_optic_disc_Orphanet_98947	Coloboma of optic disc	OTHER	other	rare_disease	rare_v2_Orphanet_98947
PORTAL:0007116	rare_v2	Combined_deficiency_of_factor_V_and_factor_VIII_Orphanet_35909	Combined deficiency of factor V and factor VIII	OTHER	other	rare_disease	rare_v2_Orphanet_35909
PORTAL:0007117	rare_v2	Combined_immunodeficiency_due_to_CRAC_channel_dysfunction_Orphanet_169090	Combined immunodeficiency due to CRAC channel dysfunction	OTHER	other	rare_disease	rare_v2_Orphanet_169090
PORTAL:0007118	rare_v2	Combined_immunodeficiency_with_faciooculoskeletal_anomalies_Orphanet_221139	Combined immunodeficiency with facio-oculo-skeletal anomalies	OTHER	other	rare_disease	rare_v2_Orphanet_221139
PORTAL:0007119	rare_v2	Combined_immunodeficiency_with_granulomatosis_Orphanet_157949	Combined immunodeficiency with granulomatosis	OTHER	other	rare_disease	rare_v2_Orphanet_157949
PORTAL:0007120	rare_v2	Combined_immunodeficiencyenteropathy_spectrum_Orphanet_436252	Combined immunodeficiency-enteropathy spectrum	OTHER	other	rare_disease	rare_v2_Orphanet_436252
PORTAL:0007121	rare_v2	Common_arterial_trunk_Orphanet_3384	Common arterial trunk	OTHER	other	rare_disease	rare_v2_Orphanet_3384
PORTAL:0007122	rare_v2	Complete_atrioventricular_septal_defect_Orphanet_1329	Complete atrioventricular septal defect	OTHER	other	rare_disease	rare_v2_Orphanet_1329
PORTAL:0007123	rare_v2	Complete_atrioventricular_septal_defect_with_ventricular_hypoplasia_Orphanet_99067	Complete atrioventricular septal defect with ventricular hypoplasia	OTHER	other	rare_disease	rare_v2_Orphanet_99067
PORTAL:0007124	rare_v2	Complete_atrioventricular_septal_defecttetralogy_of_Fallot_Orphanet_99068	Complete atrioventricular septal defect-tetralogy of Fallot	OTHER	other	rare_disease	rare_v2_Orphanet_99068
PORTAL:0007125	rare_v2	Complete_hydatidiform_mole_Orphanet_254688	Complete hydatidiform mole	OTHER	other	rare_disease	rare_v2_Orphanet_254688
PORTAL:0007126	rare_v2	Congenital_amegakaryocytic_thrombocytopenia_Orphanet_3319	Congenital amegakaryocytic thrombocytopenia	OTHER	other	rare_disease	rare_v2_Orphanet_3319
PORTAL:0007127	rare_v2	Congenital_bilateral_absence_of_vas_deferens_Orphanet_48	Congenital bilateral absence of vas deferens	OTHER	other	rare_disease	rare_v2_Orphanet_48
PORTAL:0007128	rare_v2	Congenital_bile_acid_synthesis_defect_Orphanet_485631	Congenital bile acid synthesis defect	OTHER	other	rare_disease	rare_v2_Orphanet_485631
PORTAL:0007129	rare_v2	Congenital_cataract_microcornea_with_corneal_opacity_Orphanet_289499	Congenital cataract microcornea with corneal opacity	OTHER	other	rare_disease	rare_v2_Orphanet_289499
PORTAL:0007130	rare_v2	Congenital_cataracthypertrophic_cardiomyopathymitochondrial_myopathy_syndrome_Orphanet_1369	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	OTHER	other	rare_disease	rare_v2_Orphanet_1369
PORTAL:0007131	rare_v2	Congenital_chronic_diarrhea_with_proteinlosing_enteropathy_Orphanet_329242	Congenital chronic diarrhea with protein-losing enteropathy	OTHER	other	rare_disease	rare_v2_Orphanet_329242
PORTAL:0007132	rare_v2	Congenital_communicating_hydrocephalus_Orphanet_269505	Congenital communicating hydrocephalus	OTHER	other	rare_disease	rare_v2_Orphanet_269505
PORTAL:0007133	rare_v2	Congenital_diaphragmatic_hernia_Orphanet_2140	Congenital diaphragmatic hernia	OTHER	other	rare_disease	rare_v2_Orphanet_2140
PORTAL:0007134	rare_v2	Congenital_disorder_of_glycosylation_with_deafness_as_a_major_feature_Orphanet_371212	Congenital disorder of glycosylation with deafness as a major feature	OTHER	other	rare_disease	rare_v2_Orphanet_371212
PORTAL:0007135	rare_v2	Congenital_disorder_of_glycosylation_with_dilated_cardiomyopathy_Orphanet_371176	Congenital disorder of glycosylation with dilated cardiomyopathy	OTHER	other	rare_disease	rare_v2_Orphanet_371176
PORTAL:0007136	rare_v2	Congenital_disorder_of_glycosylation_with_intestinal_involvement_Orphanet_371188	Congenital disorder of glycosylation with intestinal involvement	OTHER	other	rare_disease	rare_v2_Orphanet_371188
PORTAL:0007137	rare_v2	Congenital_disorder_of_glycosylation_with_nephropathy_as_a_major_feature_Orphanet_371207	Congenital disorder of glycosylation with nephropathy as a major feature	OTHER	other	rare_disease	rare_v2_Orphanet_371207
PORTAL:0007138	rare_v2	Congenital_dyserythropoietic_anemia_type_III_Orphanet_98870	Congenital dyserythropoietic anemia type III	OTHER	other	rare_disease	rare_v2_Orphanet_98870
PORTAL:0007139	rare_v2	Congenital_dyserythropoietic_anemia_type_I_Orphanet_98869	Congenital dyserythropoietic anemia type I	OTHER	other	rare_disease	rare_v2_Orphanet_98869
PORTAL:0007140	rare_v2	Congenital_ectropion_Orphanet_98570	Congenital ectropion	OTHER	other	rare_disease	rare_v2_Orphanet_98570
PORTAL:0007141	rare_v2	Congenital_enteropathy_involving_intestinal_mucosa_development_Orphanet_104007	Congenital enteropathy involving intestinal mucosa development	OTHER	other	rare_disease	rare_v2_Orphanet_104007
PORTAL:0007142	rare_v2	Congenital_erythropoietic_porphyria_Orphanet_79277	Congenital erythropoietic porphyria	OTHER	other	rare_disease	rare_v2_Orphanet_79277
